clay	CEC [meq/100g]	treated_cec	layer_na	layer_ca	layer_k	layer_li	4_mg	4_al	4_si	8_al	8_fe	8_mg	8_ti	8_mn	8_li	OH	F	Li_ex	g1(organocation)	g1_smiles	g1_mw	g1_dp	g1_atomcount	g1_exchange	exchange_ratio	g2(adsorbate)	g2_smiles	g2_mw	g2_dp	g2_logp	g2_atomcount	temp	equilibrium concentration [mg/L]	adsorbed amount [g/kg]	メモ
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	8.298	40.301	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.9841	10.035	産地：Saz Li/Na=0.3/0.7
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	1.9296	20.117	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	3.0006	29.779	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	3.8548	40.725	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	5.0855	49.679	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	6.0196	60.052	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	7.2503	69.298	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	9.3142	73.841	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	1.948	3.796	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	7.75	11.918	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	14.469	17.671	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	26.499	22.61	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	41.301	27.345	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	67.65	30.588	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	85.685	34.849	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	118.501	37.279	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	4.712	1.246	産地：SAz
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	9.007	2.707	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	13.695	4.418	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	18.079	5.894	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	22.065	7.623	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	28.52	7.249	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	32.307	9.251	
Montmorillonite	130	130	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	101	0.78	ethylbenzene	CCc1ccccc1	106	0.3693	3.23	18	293	37.551	9.99	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	1.43	12.846	産地：Saz、Li/Na=0.6/0.4
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	3.69	24.951	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	9.53	36.222	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	19.23	46.738	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	38.84	55.087	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	67.23	60.89	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	96.89	66.802	
Montmorillonite	130	52	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.6	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	60	1.15	toluene	Cc1ccccc1	92	0.4081	2.72	15	293	130.26	71.013	
